Age,Gender,Purchase_Frequency,Purchase_Amount,Product_Category,Location
31,F,11,75,Fashion,West
71,F,2,254,Fashion,North
62,F,6,66,Fashion,South
61,F,3,53,Home & Kitchen,North
41,F,4,21,Electronics,West
58,M,1,387,Sports & Outdoors,West
18,M,5,433,Home & Kitchen,South
68,F,4,245,Home & Kitchen,South
60,F,8,33,Fashion,North
72,M,3,404,Home & Kitchen,West
39,F,10,459,Electronics,West
40,F,1,266,Home & Kitchen,North
73,M,10,451,Home & Kitchen,South
71,F,5,293,Fashion,West
36,F,1,333,Fashion,North
35,M,11,370,Home & Kitchen,South
29,M,5,260,Fashion,North
72,M,9,103,Sports & Outdoors,South
45,M,5,389,Sports & Outdoors,South
45,M,2,452,Sports & Outdoors,West
50,F,2,464,Home & Kitchen,East
36,F,10,389,Electronics,West
45,F,9,31,Electronics,North
69,F,5,483,Fashion,South
66,F,11,166,Electronics,West
54,M,8,98,Electronics,South
43,F,10,211,Home & Kitchen,West
52,F,4,477,Fashion,North
51,F,2,471,Electronics,North
52,F,4,490,Sports & Outdoors,North
57,F,11,206,Fashion,West
33,M,4,54,Fashion,East
55,F,11,463,Fashion,North
30,F,9,479,Sports & Outdoors,West
40,F,10,389,Electronics,East
71,F,11,410,Sports & Outdoors,West
39,F,6,88,Fashion,West
33,F,10,48,Fashion,North
45,M,6,433,Home & Kitchen,East
65,F,5,293,Home & Kitchen,West
52,M,6,395,Home & Kitchen,West
62,M,1,475,Home & Kitchen,West
63,F,5,164,Fashion,West
25,F,6,158,Sports & Outdoors,North
61,F,8,352,Home & Kitchen,West
72,M,4,400,Sports & Outdoors,East
72,F,5,454,Home & Kitchen,South
39,F,4,61,Electronics,East
38,F,7,260,Home & Kitchen,West
43,M,10,441,Sports & Outdoors,West
57,M,6,391,Home & Kitchen,East
38,F,4,156,Electronics,South
42,M,6,338,Sports & Outdoors,North
58,F,4,405,Sports & Outdoors,South
18,M,8,359,Sports & Outdoors,South
23,F,11,464,Fashion,South
40,M,3,267,Sports & Outdoors,East
68,F,8,282,Fashion,South
40,F,2,468,Electronics,North
60,M,6,134,Sports & Outdoors,West
60,M,8,213,Sports & Outdoors,East
40,M,1,265,Sports & Outdoors,East
49,M,6,140,Electronics,South
47,M,9,30,Fashion,West
30,F,10,87,Home & Kitchen,West
60,F,10,344,Electronics,West
35,M,2,60,Electronics,East
40,F,11,371,Electronics,North
32,F,1,370,Fashion,West
50,M,2,275,Fashion,East
38,F,5,125,Fashion,South
74,F,6,64,Fashion,West
56,M,1,301,Fashion,South
40,M,7,60,Sports & Outdoors,West
44,F,11,339,Home & Kitchen,South
62,M,4,282,Home & Kitchen,East
61,F,9,263,Fashion,South
35,M,6,482,Fashion,East
41,M,9,70,Sports & Outdoors,South
68,M,1,356,Fashion,South
64,M,4,490,Sports & Outdoors,South
57,F,2,468,Sports & Outdoors,West
68,M,6,406,Electronics,North
59,M,4,458,Electronics,North
24,F,9,360,Fashion,West
67,F,3,234,Sports & Outdoors,South
65,F,1,478,Fashion,South
37,F,11,345,Electronics,West
44,M,11,112,Electronics,East
23,F,1,480,Electronics,East
44,M,9,467,Electronics,West
26,F,9,57,Electronics,North
70,M,5,234,Fashion,East
62,F,2,351,Fashion,West
74,M,9,242,Electronics,East
48,M,8,79,Fashion,West
38,F,11,56,Electronics,East
43,M,10,237,Electronics,East
57,M,10,19,Electronics,West
65,M,6,194,Fashion,North
62,M,7,89,Fashion,North
30,F,6,22,Sports & Outdoors,East
66,M,5,454,Fashion,East
40,M,4,323,Fashion,North
37,F,7,349,Home & Kitchen,West
54,F,4,333,Electronics,South
71,F,10,93,Electronics,East
70,M,10,95,Fashion,South
45,M,10,166,Fashion,East
34,F,9,153,Sports & Outdoors,North
45,M,5,72,Home & Kitchen,West
58,F,8,440,Electronics,East
19,M,6,52,Electronics,South
42,F,4,416,Fashion,North
67,M,3,167,Fashion,East
58,F,11,194,Home & Kitchen,West
23,M,6,295,Electronics,East
28,F,1,332,Home & Kitchen,West
74,M,2,449,Electronics,West
55,M,7,33,Fashion,North
23,M,4,366,Home & Kitchen,East
62,F,5,214,Sports & Outdoors,West
28,M,11,371,Fashion,North
31,M,10,233,Sports & Outdoors,East
19,M,1,110,Sports & Outdoors,West
57,F,2,213,Sports & Outdoors,North
20,M,4,17,Electronics,East
72,F,8,481,Sports & Outdoors,West
70,M,10,181,Electronics,North
52,F,4,217,Home & Kitchen,North
50,F,3,105,Fashion,East
41,M,3,171,Electronics,North
36,F,5,300,Electronics,East
35,F,3,105,Home & Kitchen,East
66,M,8,315,Home & Kitchen,West
69,F,5,154,Fashion,East
41,F,7,267,Home & Kitchen,North
62,F,11,483,Electronics,East
52,F,8,447,Fashion,West
18,M,5,309,Fashion,North
53,F,8,474,Fashion,West
42,F,3,111,Sports & Outdoors,South
62,M,7,186,Sports & Outdoors,West
66,M,8,395,Electronics,South
60,F,7,337,Sports & Outdoors,South
51,M,2,119,Home & Kitchen,East
42,M,8,207,Fashion,North
33,M,6,402,Electronics,East
51,M,10,138,Home & Kitchen,North
46,M,3,462,Fashion,West
36,M,4,368,Home & Kitchen,South
40,M,7,146,Sports & Outdoors,South
36,M,3,407,Home & Kitchen,South
42,M,1,36,Sports & Outdoors,West
33,F,6,146,Home & Kitchen,West
71,F,3,173,Electronics,East
68,F,11,358,Sports & Outdoors,East
26,F,10,477,Sports & Outdoors,North
18,F,6,472,Fashion,North
59,M,10,365,Sports & Outdoors,South
36,M,3,140,Fashion,West
50,F,6,382,Sports & Outdoors,West
51,F,11,160,Sports & Outdoors,East
33,M,4,387,Sports & Outdoors,East
61,F,4,255,Sports & Outdoors,North
57,M,10,119,Fashion,North
72,F,10,82,Electronics,East
35,M,11,295,Home & Kitchen,East
51,F,2,284,Sports & Outdoors,West
42,M,4,367,Sports & Outdoors,North
62,F,11,76,Electronics,East
23,F,4,59,Fashion,East
38,M,11,313,Home & Kitchen,South
23,M,7,12,Electronics,East
49,F,5,235,Electronics,East
58,F,8,75,Electronics,West
65,M,7,164,Electronics,East
60,M,10,480,Sports & Outdoors,North
56,M,9,371,Home & Kitchen,South
48,F,8,489,Sports & Outdoors,West
59,F,9,120,Electronics,North
27,M,1,492,Home & Kitchen,South
47,F,10,305,Electronics,South
74,F,3,390,Fashion,East
69,M,5,265,Electronics,South
35,F,9,283,Electronics,South
41,M,8,164,Fashion,East
69,M,10,148,Sports & Outdoors,West
26,F,7,176,Home & Kitchen,East
48,F,2,28,Electronics,West
32,M,11,354,Electronics,South
21,M,6,400,Fashion,North
57,M,4,232,Home & Kitchen,West
26,F,5,66,Fashion,West
62,M,5,395,Electronics,West
26,M,4,303,Sports & Outdoors,West
43,M,4,142,Sports & Outdoors,South
21,M,4,471,Home & Kitchen,North
34,F,11,347,Electronics,West
33,F,2,301,Fashion,North
32,M,1,461,Electronics,South
52,F,2,353,Fashion,West
74,F,7,214,Fashion,North
69,F,1,128,Home & Kitchen,West
22,M,6,262,Fashion,West
72,F,4,94,Home & Kitchen,South
22,F,2,194,Sports & Outdoors,West
37,M,3,234,Home & Kitchen,North
32,M,7,157,Home & Kitchen,North
35,F,6,398,Home & Kitchen,South
64,F,6,289,Sports & Outdoors,East
19,M,8,236,Home & Kitchen,East
46,M,8,295,Fashion,South
30,M,6,293,Fashion,South
21,M,1,190,Home & Kitchen,East
59,F,10,444,Fashion,East
62,M,7,118,Home & Kitchen,North
27,F,8,144,Sports & Outdoors,North
48,F,5,435,Fashion,North
58,F,11,300,Home & Kitchen,East
25,M,4,384,Electronics,South
20,M,7,487,Sports & Outdoors,West
65,F,11,299,Electronics,North
63,F,6,112,Home & Kitchen,West
26,F,6,210,Fashion,South
47,F,3,126,Home & Kitchen,East
70,F,11,341,Fashion,North
28,M,10,319,Home & Kitchen,East
52,M,4,38,Home & Kitchen,South
54,M,5,403,Fashion,North
59,F,9,36,Fashion,South
30,F,8,476,Home & Kitchen,South
53,M,3,22,Electronics,North
73,M,6,51,Sports & Outdoors,West
30,F,10,430,Electronics,North
29,M,1,454,Electronics,East
54,M,3,233,Electronics,West
27,M,10,472,Electronics,North
73,F,7,30,Fashion,North
26,F,7,396,Electronics,North
69,M,2,145,Sports & Outdoors,North
24,F,3,335,Fashion,North
19,M,7,230,Electronics,East
71,M,6,476,Fashion,South
73,F,7,154,Electronics,East
40,F,10,19,Electronics,South
56,F,9,234,Sports & Outdoors,North
57,M,8,150,Fashion,East
56,M,6,484,Fashion,South
38,M,4,115,Home & Kitchen,South
40,F,10,277,Electronics,North
46,M,9,203,Electronics,North
31,M,7,467,Sports & Outdoors,West
43,M,5,137,Sports & Outdoors,West
68,M,2,222,Fashion,South
22,F,9,160,Sports & Outdoors,West
72,F,7,458,Fashion,East
48,F,9,490,Electronics,South
42,M,11,393,Electronics,East
48,M,9,189,Fashion,West
67,M,10,326,Sports & Outdoors,East
37,F,5,35,Sports & Outdoors,South
61,F,7,24,Fashion,East
72,F,5,31,Electronics,South
34,F,3,354,Fashion,West
62,F,10,74,Sports & Outdoors,South
19,M,8,260,Fashion,West
42,F,8,419,Electronics,North
30,F,9,30,Home & Kitchen,West
56,F,11,242,Fashion,South
45,M,6,417,Home & Kitchen,South
59,F,2,496,Fashion,North
72,F,3,25,Sports & Outdoors,North
23,F,11,425,Sports & Outdoors,West
20,M,10,281,Home & Kitchen,East
52,M,11,214,Fashion,East
35,F,6,307,Sports & Outdoors,North
28,F,1,169,Home & Kitchen,West
71,F,2,443,Home & Kitchen,North
37,F,8,50,Fashion,North
22,M,11,117,Sports & Outdoors,South
36,F,8,134,Home & Kitchen,South
39,M,6,161,Electronics,South
36,F,3,22,Electronics,North
64,M,2,212,Sports & Outdoors,West
33,M,6,88,Sports & Outdoors,East
41,F,1,403,Electronics,East
58,M,10,51,Home & Kitchen,South
21,F,6,178,Fashion,West
32,M,9,258,Home & Kitchen,South
42,M,7,130,Sports & Outdoors,West
61,F,9,396,Sports & Outdoors,West
72,F,2,448,Fashion,West
52,M,11,281,Home & Kitchen,North
72,M,5,309,Fashion,West
31,F,9,218,Home & Kitchen,North
66,F,7,482,Home & Kitchen,East
36,F,9,167,Electronics,East
55,M,11,130,Home & Kitchen,North
53,F,6,236,Sports & Outdoors,East
24,F,7,430,Sports & Outdoors,East
47,M,10,453,Sports & Outdoors,South
36,F,5,470,Electronics,North
66,F,6,33,Fashion,North
42,F,1,239,Sports & Outdoors,North
33,F,1,35,Sports & Outdoors,South
64,M,2,67,Fashion,North
71,F,11,274,Electronics,East
57,F,4,135,Home & Kitchen,West
68,F,11,454,Fashion,South
25,F,9,284,Home & Kitchen,South
35,F,7,37,Home & Kitchen,North
45,F,6,400,Home & Kitchen,West
33,M,1,310,Fashion,West
69,M,5,479,Fashion,West
36,M,11,137,Home & Kitchen,East
59,F,4,103,Electronics,West
34,F,5,200,Electronics,North
62,F,11,430,Electronics,East
30,M,9,281,Sports & Outdoors,West
24,F,3,493,Home & Kitchen,North
44,M,4,14,Sports & Outdoors,East
27,F,8,166,Electronics,East
51,F,3,61,Fashion,West
53,M,3,252,Electronics,East
42,M,9,160,Sports & Outdoors,South
23,M,5,271,Sports & Outdoors,North
41,M,10,429,Electronics,West
35,M,1,450,Home & Kitchen,North
40,M,7,426,Fashion,North
23,F,7,314,Fashion,South
46,M,6,434,Electronics,East
42,F,6,89,Home & Kitchen,South
72,F,3,192,Home & Kitchen,South
34,F,3,363,Electronics,East
63,F,10,116,Fashion,West
41,F,11,163,Fashion,North
28,M,9,302,Fashion,West
43,M,1,214,Home & Kitchen,West
68,M,7,125,Electronics,South
51,F,11,26,Home & Kitchen,East
45,M,10,489,Fashion,East
20,F,7,297,Home & Kitchen,North
28,F,8,165,Fashion,East
55,F,6,486,Electronics,West
31,F,8,34,Fashion,East
68,M,1,440,Sports & Outdoors,East
43,M,1,287,Sports & Outdoors,West
65,M,9,484,Electronics,North
38,M,4,326,Home & Kitchen,North
71,M,3,135,Home & Kitchen,West
73,F,6,309,Home & Kitchen,East
56,M,10,367,Fashion,East
47,F,9,285,Sports & Outdoors,North
25,F,10,374,Electronics,North
68,F,11,187,Home & Kitchen,North
37,M,4,353,Home & Kitchen,South
65,F,9,440,Electronics,North
49,F,5,56,Fashion,East
39,M,7,209,Home & Kitchen,North
24,F,3,60,Fashion,East
26,F,3,448,Fashion,East
62,F,3,471,Fashion,East
18,M,8,304,Home & Kitchen,North
46,F,6,279,Home & Kitchen,North
25,F,9,206,Electronics,West
73,M,9,440,Electronics,North
71,M,8,30,Fashion,North
21,F,1,152,Home & Kitchen,North
52,M,6,257,Fashion,South
20,M,4,365,Electronics,North
71,M,4,362,Fashion,South
62,M,3,474,Sports & Outdoors,East
57,M,9,477,Fashion,East
24,M,2,10,Home & Kitchen,East
44,M,1,473,Fashion,East
18,F,10,374,Fashion,South
44,M,3,347,Home & Kitchen,South
33,M,4,403,Sports & Outdoors,East
55,M,4,416,Home & Kitchen,North
24,F,6,283,Electronics,East
61,M,1,250,Sports & Outdoors,East
40,M,1,67,Sports & Outdoors,South
58,F,2,135,Home & Kitchen,East
28,M,4,338,Fashion,South
59,F,7,375,Electronics,West
70,F,6,487,Electronics,South
50,M,11,470,Sports & Outdoors,East
67,F,9,61,Electronics,North
53,M,7,232,Sports & Outdoors,South
54,M,5,311,Sports & Outdoors,South
58,F,6,372,Electronics,South
34,F,10,278,Sports & Outdoors,East
52,M,9,105,Fashion,East
65,M,1,282,Sports & Outdoors,South
22,F,11,332,Fashion,North
65,M,9,70,Fashion,East
49,M,6,330,Fashion,North
20,M,4,190,Electronics,West
69,F,5,142,Fashion,North
64,M,1,425,Electronics,East
52,M,7,98,Home & Kitchen,South
69,M,8,182,Fashion,West
31,F,11,321,Sports & Outdoors,North
65,F,5,14,Home & Kitchen,South
48,F,2,366,Home & Kitchen,West
48,M,8,352,Fashion,North
34,F,10,213,Electronics,South
41,M,7,171,Home & Kitchen,West
69,F,10,70,Fashion,East
40,M,9,480,Home & Kitchen,North
35,F,4,473,Home & Kitchen,North
67,M,11,199,Fashion,West
71,M,9,334,Sports & Outdoors,North
31,F,4,72,Sports & Outdoors,South
67,M,3,53,Sports & Outdoors,North
32,F,11,248,Home & Kitchen,North
32,F,3,37,Electronics,South
23,M,10,207,Electronics,South
44,M,2,278,Home & Kitchen,East
32,F,10,180,Home & Kitchen,South
67,F,3,39,Fashion,North
53,F,8,163,Electronics,West
72,M,11,218,Home & Kitchen,North
25,F,8,72,Sports & Outdoors,East
32,M,2,338,Electronics,West
20,M,11,66,Home & Kitchen,East
64,F,2,329,Fashion,North
30,F,2,217,Fashion,South
58,M,10,442,Electronics,West
51,M,7,317,Sports & Outdoors,North
41,M,6,72,Electronics,West
57,M,11,257,Home & Kitchen,East
49,F,1,475,Sports & Outdoors,North
49,M,2,150,Home & Kitchen,West
47,F,1,102,Sports & Outdoors,North
69,F,11,116,Sports & Outdoors,North
66,F,7,374,Home & Kitchen,East
30,M,6,97,Electronics,East
18,M,2,310,Fashion,East
51,F,2,117,Sports & Outdoors,South
32,F,2,55,Sports & Outdoors,West
61,F,8,86,Fashion,East
31,F,7,226,Electronics,South
74,M,1,178,Fashion,South
46,F,4,311,Electronics,West
51,M,11,138,Sports & Outdoors,West
35,M,4,210,Sports & Outdoors,East
71,M,7,205,Home & Kitchen,South
24,M,2,357,Electronics,West
46,F,4,277,Fashion,West
72,M,1,97,Electronics,West
48,F,11,262,Electronics,West
42,M,11,247,Electronics,South
55,F,4,82,Electronics,North
31,F,11,428,Fashion,West
25,F,1,367,Home & Kitchen,South
44,F,2,364,Sports & Outdoors,West
71,F,2,170,Fashion,South
19,M,10,67,Fashion,East
34,F,3,393,Sports & Outdoors,North
54,M,8,382,Home & Kitchen,South
31,F,11,300,Fashion,South
42,M,6,439,Sports & Outdoors,South
73,M,6,349,Home & Kitchen,West
47,M,9,75,Home & Kitchen,East
46,F,8,437,Electronics,West
37,M,2,35,Fashion,East
38,F,6,307,Home & Kitchen,North
70,F,1,86,Fashion,West
39,M,9,295,Sports & Outdoors,South
52,M,4,381,Fashion,North
54,F,4,425,Home & Kitchen,West
33,F,9,45,Sports & Outdoors,East
67,F,3,28,Sports & Outdoors,West
66,F,5,287,Electronics,West
60,F,1,330,Sports & Outdoors,South
34,F,6,322,Home & Kitchen,South
33,M,3,276,Electronics,North
72,F,1,291,Home & Kitchen,South
19,F,10,441,Home & Kitchen,West
21,M,6,28,Electronics,West
38,M,10,348,Electronics,East
56,M,2,149,Fashion,West
51,F,8,76,Home & Kitchen,North
47,M,11,321,Fashion,North
23,M,2,27,Sports & Outdoors,South
34,F,4,378,Sports & Outdoors,East
56,F,3,270,Fashion,West
42,F,9,121,Electronics,South
22,F,2,417,Sports & Outdoors,West
22,M,3,471,Electronics,North
37,F,7,124,Fashion,North
33,M,4,175,Electronics,East
68,F,6,76,Home & Kitchen,West
58,M,3,264,Sports & Outdoors,West
54,F,1,79,Electronics,North
57,F,11,469,Electronics,East
26,F,6,317,Home & Kitchen,South
22,M,4,212,Electronics,East
59,M,2,136,Fashion,South
74,M,7,432,Fashion,South
19,F,10,452,Fashion,North
26,M,5,419,Sports & Outdoors,South
60,F,6,330,Electronics,West
53,F,6,89,Sports & Outdoors,North
39,F,9,185,Sports & Outdoors,East
39,M,2,122,Electronics,East
39,F,6,120,Electronics,South
51,M,9,318,Fashion,West
72,F,4,146,Sports & Outdoors,East
46,F,11,142,Sports & Outdoors,South
55,F,6,381,Electronics,East
63,M,7,337,Sports & Outdoors,West
50,M,1,198,Home & Kitchen,South
35,F,5,286,Electronics,West
24,M,4,234,Fashion,South
18,M,10,112,Home & Kitchen,West
50,F,2,116,Home & Kitchen,East
18,F,2,72,Fashion,East
41,M,2,413,Home & Kitchen,West
21,F,7,451,Home & Kitchen,East
21,F,11,254,Home & Kitchen,East
35,M,11,182,Sports & Outdoors,South
44,M,4,415,Home & Kitchen,West
60,F,6,342,Home & Kitchen,South
49,M,7,496,Electronics,East
50,M,9,340,Fashion,East
45,F,11,219,Sports & Outdoors,North
59,F,2,200,Sports & Outdoors,West
58,F,10,167,Fashion,West
72,F,9,328,Sports & Outdoors,South
53,M,11,234,Sports & Outdoors,West
23,M,5,181,Sports & Outdoors,South
33,F,6,332,Electronics,East
51,F,6,451,Electronics,North
40,F,11,458,Sports & Outdoors,East
67,F,3,45,Fashion,South
59,M,11,143,Fashion,South
41,M,11,46,Electronics,North
73,F,10,102,Electronics,East
66,F,7,84,Home & Kitchen,West
30,M,7,253,Electronics,North
73,M,8,192,Sports & Outdoors,West
35,M,5,214,Electronics,East
71,M,2,468,Home & Kitchen,North
30,F,3,196,Home & Kitchen,East
66,M,9,175,Fashion,East
54,M,6,124,Fashion,West
60,M,8,418,Sports & Outdoors,West
56,F,8,216,Electronics,West
59,F,5,254,Home & Kitchen,East
34,M,1,342,Home & Kitchen,South
32,M,6,499,Fashion,East
35,F,7,170,Fashion,South
40,F,9,22,Electronics,North
71,M,2,303,Home & Kitchen,West
68,F,2,451,Fashion,West
47,M,10,481,Electronics,East
51,F,1,413,Electronics,South
21,M,5,245,Electronics,North
20,M,2,282,Fashion,East
24,F,3,388,Fashion,North
73,M,2,123,Fashion,South
35,F,11,161,Sports & Outdoors,West
59,F,4,35,Sports & Outdoors,West
24,F,11,177,Sports & Outdoors,South
57,M,3,41,Fashion,West
23,M,9,230,Fashion,East
39,M,10,215,Sports & Outdoors,South
18,F,2,430,Home & Kitchen,West
21,M,7,351,Home & Kitchen,South
63,M,11,107,Home & Kitchen,North
66,M,3,100,Home & Kitchen,East
69,M,10,485,Sports & Outdoors,East
67,F,8,386,Electronics,East
60,M,4,223,Electronics,West
46,F,4,197,Home & Kitchen,North
38,F,9,66,Fashion,West
43,F,11,116,Home & Kitchen,West
31,F,3,451,Home & Kitchen,South
26,M,7,204,Electronics,East
64,M,1,31,Fashion,West
29,M,7,195,Electronics,East
59,F,10,377,Fashion,North
68,M,11,94,Sports & Outdoors,North
73,F,2,89,Electronics,East
68,M,6,338,Sports & Outdoors,East
23,M,9,86,Sports & Outdoors,North
37,M,6,339,Home & Kitchen,North
41,F,3,392,Fashion,West
44,M,1,442,Electronics,North
55,F,4,386,Home & Kitchen,West
25,F,4,350,Electronics,North
18,F,8,186,Sports & Outdoors,West
71,M,10,435,Electronics,South
66,M,10,433,Electronics,South
66,F,7,464,Home & Kitchen,West
41,F,10,183,Fashion,East
64,F,7,415,Electronics,South
24,F,7,91,Sports & Outdoors,North
36,F,2,30,Sports & Outdoors,East
39,M,9,188,Home & Kitchen,North
74,M,6,407,Sports & Outdoors,South
72,M,2,339,Electronics,North
52,F,1,234,Fashion,West
47,F,11,274,Electronics,East
46,M,1,411,Home & Kitchen,South
39,M,1,278,Sports & Outdoors,East
28,F,4,260,Electronics,West
37,F,4,282,Electronics,South
46,F,9,391,Sports & Outdoors,North
68,M,1,352,Fashion,East
58,F,3,418,Fashion,South
59,F,3,447,Fashion,South
51,F,8,281,Sports & Outdoors,West
18,M,2,289,Electronics,South
48,F,6,232,Home & Kitchen,South
47,M,11,84,Electronics,West
65,F,4,160,Sports & Outdoors,North
35,F,10,434,Sports & Outdoors,North
72,M,6,368,Electronics,South
34,F,5,351,Sports & Outdoors,North
55,M,9,426,Electronics,West
31,F,9,114,Electronics,North
40,M,1,51,Fashion,South
42,F,3,185,Sports & Outdoors,West
32,M,1,254,Sports & Outdoors,North
63,M,6,262,Fashion,East
73,F,3,283,Fashion,East
39,M,1,456,Fashion,West
20,F,6,343,Home & Kitchen,North
73,M,5,101,Sports & Outdoors,South
72,F,8,20,Electronics,East
36,F,2,161,Electronics,North
74,F,8,198,Electronics,North
61,F,5,457,Sports & Outdoors,South
51,M,8,173,Home & Kitchen,South
52,F,10,135,Sports & Outdoors,North
67,F,4,220,Sports & Outdoors,South
18,F,4,470,Sports & Outdoors,West
69,F,10,106,Sports & Outdoors,East
38,F,4,318,Sports & Outdoors,East
46,M,11,348,Home & Kitchen,North
23,F,6,56,Fashion,North
54,M,4,317,Electronics,South
18,M,9,233,Sports & Outdoors,East
68,F,9,472,Sports & Outdoors,South
18,F,3,66,Sports & Outdoors,North
44,M,7,84,Electronics,North
38,M,5,263,Home & Kitchen,North
70,M,9,160,Electronics,North
33,F,2,68,Home & Kitchen,North
61,M,3,334,Fashion,North
71,M,10,449,Sports & Outdoors,West
57,F,5,95,Home & Kitchen,West
43,M,5,179,Electronics,South
33,F,10,155,Home & Kitchen,West
45,M,7,336,Home & Kitchen,South
18,F,8,42,Fashion,South
53,M,8,12,Sports & Outdoors,West
27,F,1,293,Sports & Outdoors,East
60,F,1,266,Electronics,South
34,M,3,135,Electronics,North
74,F,1,456,Fashion,South
40,M,1,122,Home & Kitchen,South
24,F,10,312,Home & Kitchen,East
61,F,8,302,Electronics,North
70,F,1,351,Sports & Outdoors,East
24,F,9,57,Home & Kitchen,East
61,F,2,373,Fashion,East
32,F,9,284,Electronics,South
51,F,7,407,Home & Kitchen,North
63,M,9,204,Sports & Outdoors,North
62,M,3,348,Sports & Outdoors,East
21,F,1,234,Fashion,West
31,F,1,222,Fashion,North
31,F,11,330,Electronics,North
33,M,10,291,Electronics,East
24,F,6,147,Sports & Outdoors,South
49,M,7,364,Sports & Outdoors,East
36,F,9,342,Home & Kitchen,West
19,F,6,79,Home & Kitchen,West
27,F,5,308,Home & Kitchen,East
67,F,2,79,Fashion,West
34,F,2,492,Fashion,South
54,M,8,217,Home & Kitchen,South
29,F,1,498,Sports & Outdoors,South
23,M,8,209,Electronics,West
39,M,11,68,Fashion,South
49,F,10,268,Fashion,East
58,F,11,398,Home & Kitchen,South
37,F,7,350,Electronics,West
18,M,7,360,Fashion,North
71,M,5,343,Electronics,West
64,M,3,366,Fashion,East
70,F,7,348,Electronics,East
23,M,7,174,Electronics,West
36,M,7,254,Fashion,South
35,M,11,93,Electronics,South
23,F,2,445,Sports & Outdoors,North
62,M,3,459,Fashion,South
50,M,3,386,Fashion,East
40,F,4,456,Sports & Outdoors,South
40,F,9,400,Electronics,West
43,F,10,490,Sports & Outdoors,West
30,M,1,318,Fashion,North
24,M,7,123,Sports & Outdoors,East
32,M,7,243,Electronics,West
61,F,11,271,Sports & Outdoors,East
44,M,4,400,Fashion,South
43,F,11,181,Electronics,North
50,F,1,27,Fashion,North
32,M,3,244,Fashion,South
53,M,5,319,Home & Kitchen,West
62,M,2,392,Fashion,East
72,F,7,166,Fashion,East
44,F,10,220,Electronics,East
74,M,10,290,Electronics,West
22,F,7,328,Electronics,South
19,M,10,205,Sports & Outdoors,East
72,M,5,124,Sports & Outdoors,West
50,M,10,406,Electronics,East
33,F,6,169,Sports & Outdoors,West
40,F,1,164,Home & Kitchen,South
55,M,4,60,Sports & Outdoors,East
72,M,4,427,Home & Kitchen,South
33,F,11,293,Electronics,North
31,M,8,82,Electronics,West
46,F,2,337,Sports & Outdoors,North
43,M,1,350,Electronics,South
52,F,7,119,Electronics,South
32,M,6,295,Fashion,South
20,F,5,230,Electronics,East
40,M,8,18,Fashion,East
46,F,11,406,Electronics,South
51,F,2,91,Home & Kitchen,South
50,F,2,329,Home & Kitchen,East
58,F,9,303,Electronics,East
58,M,1,384,Home & Kitchen,West
40,F,6,31,Home & Kitchen,South
24,F,3,424,Home & Kitchen,East
20,M,5,108,Sports & Outdoors,East
49,F,8,179,Home & Kitchen,North
48,M,7,199,Fashion,South
35,F,4,115,Sports & Outdoors,South
60,F,8,329,Fashion,East
24,F,11,467,Fashion,North
58,F,11,274,Fashion,West
18,F,10,391,Sports & Outdoors,South
31,F,11,360,Electronics,West
69,M,2,437,Home & Kitchen,South
49,M,7,456,Home & Kitchen,East
23,F,5,177,Electronics,West
56,F,11,353,Electronics,South
27,M,6,434,Fashion,West
24,M,3,122,Sports & Outdoors,East
43,F,11,337,Fashion,North
51,F,10,315,Home & Kitchen,North
47,F,7,157,Electronics,West
53,F,7,346,Home & Kitchen,West
38,F,2,229,Electronics,West
34,F,1,463,Sports & Outdoors,South
50,M,10,435,Fashion,East
27,F,2,42,Home & Kitchen,West
68,F,8,229,Sports & Outdoors,North
64,M,11,328,Home & Kitchen,South
59,M,10,194,Electronics,West
68,M,3,202,Home & Kitchen,South
29,M,11,370,Sports & Outdoors,West
73,F,4,189,Sports & Outdoors,West
33,M,8,364,Fashion,South
58,M,3,481,Home & Kitchen,East
49,F,6,15,Electronics,East
32,M,2,400,Home & Kitchen,North
44,M,3,18,Fashion,East
45,F,1,366,Electronics,East
34,F,9,70,Electronics,South
63,F,4,473,Fashion,South
67,F,6,427,Electronics,North
19,F,7,172,Sports & Outdoors,West
53,F,2,108,Sports & Outdoors,South
67,F,8,157,Electronics,South
24,M,9,67,Home & Kitchen,South
30,M,10,224,Electronics,East
32,F,11,325,Home & Kitchen,South
42,M,2,499,Fashion,North
40,F,5,191,Sports & Outdoors,North
39,M,2,44,Sports & Outdoors,South
43,F,11,312,Fashion,West
50,M,5,55,Fashion,South
28,F,7,96,Sports & Outdoors,North
27,M,6,13,Fashion,West
42,F,4,275,Electronics,East
54,M,2,116,Electronics,South
65,M,7,84,Home & Kitchen,North
60,F,10,49,Home & Kitchen,East
70,M,9,136,Home & Kitchen,North
55,M,1,192,Electronics,East
58,M,3,128,Sports & Outdoors,North
62,M,7,82,Home & Kitchen,North
41,M,9,49,Electronics,East
57,F,5,213,Sports & Outdoors,South
63,F,7,474,Fashion,North
73,M,10,105,Electronics,West
50,F,7,288,Fashion,South
34,M,4,152,Home & Kitchen,West
41,F,5,124,Sports & Outdoors,North
54,M,2,485,Electronics,East
74,M,8,381,Home & Kitchen,South
19,M,1,495,Home & Kitchen,East
49,M,2,142,Sports & Outdoors,East
74,F,3,177,Fashion,West
41,F,7,411,Home & Kitchen,West
